dialogue_id,run_id,cell,profile_name,scenario_id,scenario_type,trigger_turn,n_turns,expected_shift,expected_family,confidence,agency_signal,n_misconceptions,zpd_estimate_len,n_hypotheses,n_hyp_validated,n_hyp_tentative,n_hyp_contradicted,mean_hyp_confidence,n_evidence,n_evidence_validated,evidence_recency,n_constraint_violations,action,action_family,strict_shift,shift_window,family_matched,graded_trigger_recognition,graded_strategy_execution,graded_strategy_quality,graded_pedagogical_coherence,graded_mean,grader_judge_model
adaptive-repair_after_misrecognition_v1-1779004926922-n7omo3,eval-2026-05-17-a4a74b0b,cell_127,cell_127_state_policy_evidence_bound_validated,repair_after_misrecognition_v1,repair_after_misrecognition,2,5,repair_misrecognition,repair_affective,0.74,collaborative,2,506,3,2,0,1,0.6,14,14,0,1,repair_misrecognition,repair_affective,1,1,1,5,5,4,4,4.5,codex-cli.default
adaptive-false_confusion_v1-1778909057705-l0i6uz,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.68,unknown,0,0,4,2,0,2,0.4125,9,9,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-polite_false_mastery_v1-1778909886728-0wiazk,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.73,unknown,0,0,2,0,2,0,0.5,2,2,1,0,ask_diagnostic_question,diagnostic,1,1,1,5,5,5,4,4.75,codex-cli.default
adaptive-resistance_to_insight_v1-1778910973356-u8x7rg,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.72,unknown,0,0,4,1,2,1,0.44999999999999996,6,6,0,0,mirror_and_extend,substantive_engagement,0,0,1,5,4,5,5,4.75,codex-cli.default
adaptive-answer_seeking_to_productive_struggle_v1-1778912276452-mwbhtk,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,answer_seeking_to_productive_struggle_v1,answer_seeking_to_productive_struggle,2,5,withhold_answer,scaffolding,0.62,unknown,0,0,3,1,1,2,0.5,10,10,0,0,withhold_answer,scaffolding,1,1,1,5,5,4,4,4.5,codex-cli.default
adaptive-metaphor_boundary_case_v1-1778913790184-5zczvg,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,metaphor_boundary_case_v1,metaphor_boundary_case,2,5,name_the_disagreement,substantive_engagement,0.72,unknown,0,0,4,3,1,0,0.73,12,12,0,0,pose_counterexample,substantive_engagement,0,0,1,4,4,4,5,4.25,codex-cli.default
adaptive-affective_shutdown_v1-1778914995664-pqvxb0,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,affective_shutdown_v1,affective_shutdown,2,5,acknowledge_and_redirect,repair_affective,0.62,unknown,0,0,2,2,0,0,0.8,8,8,0,0,acknowledge_and_redirect,repair_affective,1,1,1,5,5,4,5,4.75,codex-cli.default
adaptive-repair_after_misrecognition_v1-1778916302240-gehqx7,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,repair_after_misrecognition_v1,repair_after_misrecognition,2,5,repair_misrecognition,repair_affective,0.87,unknown,0,0,3,2,1,0,0.7333333333333334,13,13,0,0,repair_misrecognition,repair_affective,1,1,1,5,5,5,4,4.75,codex-cli.default
adaptive-sophistication_upgrade_v1-1778917983260-pw1phv,eval-2026-05-16-5a5014a0,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,sophistication_upgrade_v1,sophistication_upgrade,2,5,mirror_and_extend,substantive_engagement,0.91,unknown,0,0,3,2,0,1,0.6,18,18,0,1,mirror_and_extend,substantive_engagement,1,1,1,4,4,4,4,4,codex-cli.default
adaptive-false_confusion_v1-1778919246930-081rpy,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.74,unknown,0,0,3,1,1,1,0.4833333333333334,8,8,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,4,5,5,4.5,codex-cli.default
adaptive-false_confusion_v1__r1-1778920473848-r0ggdq,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1__r1,false_confusion,1,4,scope_test,substantive_engagement,0.78,unknown,0,0,3,1,1,1,0.4666666666666666,10,10,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-false_confusion_v1__r2-1778921647669-xhskdo,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1__r2,false_confusion,1,4,scope_test,substantive_engagement,0.82,unknown,0,0,3,2,1,1,0.6666666666666666,9,9,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-false_confusion_v1__r3-1778923063546-av5e8d,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1__r3,false_confusion,1,4,scope_test,substantive_engagement,0.84,unknown,0,0,4,1,2,1,0.5375,10,10,0,0,name_the_disagreement,substantive_engagement,0,0,1,5,3,4,4,4,codex-cli.default
adaptive-polite_false_mastery_v1-1778924101930-yxsimd,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.52,unknown,0,0,2,1,0,1,0.525,7,7,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-polite_false_mastery_v1__r1-1778925252042-0rg2nn,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,polite_false_mastery_v1__r1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.33,unknown,0,0,3,1,1,1,0.5166666666666666,6,6,0,1,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-polite_false_mastery_v1__r2-1778926329784-n7w344,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,polite_false_mastery_v1__r2,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.62,unknown,0,0,3,2,1,0,0.65,6,6,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-polite_false_mastery_v1__r3-1778927301364-gdkxkn,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,polite_false_mastery_v1__r3,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.71,unknown,0,0,2,1,1,0,0.6599999999999999,7,7,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-resistance_to_insight_v1-1778928325570-qmnz6z,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.75,unknown,0,0,3,2,0,1,0.5166666666666666,8,8,0,0,mirror_and_extend,substantive_engagement,0,0,1,3,2,4,4,3.25,codex-cli.default
adaptive-resistance_to_insight_v1__r1-1778929365042-e3da65,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,resistance_to_insight_v1__r1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.74,unknown,0,0,3,1,2,0,0.6166666666666667,7,7,0,0,mirror_and_extend,substantive_engagement,0,0,1,5,4,5,5,4.75,codex-cli.default
adaptive-resistance_to_insight_v1__r2-1778930456538-uh50bj,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,resistance_to_insight_v1__r2,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.85,unknown,0,0,3,1,1,1,0.43333333333333335,6,6,0,0,mirror_and_extend,substantive_engagement,0,0,1,4,3,4,4,3.75,codex-cli.default
adaptive-resistance_to_insight_v1__r3-1778931516301-f9pwwj,eval-2026-05-16-46c06295,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,resistance_to_insight_v1__r3,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.78,unknown,0,0,4,1,2,1,0.4625,8,8,0,0,name_the_disagreement,substantive_engagement,1,1,1,5,4,5,4,4.5,codex-cli.default
adaptive-false_confusion_v1-1778973354681-5m9967,eval-2026-05-16-10aad3cd,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.87,unknown,0,0,4,1,2,1,0.4875,10,10,0,0,mirror_and_extend,substantive_engagement,0,0,1,3,2,4,4,3.25,codex-cli.default
adaptive-false_confusion_v1__r1-1778974455726-k4zen2,eval-2026-05-16-10aad3cd,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1__r1,false_confusion,1,4,scope_test,substantive_engagement,0.76,unknown,0,0,4,1,1,2,0.3875,8,8,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-answer_seeking_to_productive_struggle_v1-1778976513629-exj62u,eval-2026-05-16-10aad3cd,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,answer_seeking_to_productive_struggle_v1,answer_seeking_to_productive_struggle,2,5,withhold_answer,scaffolding,0.61,unknown,0,0,3,2,0,1,0.5333333333333333,12,12,0,0,withhold_answer,scaffolding,1,1,1,5,5,4,4,4.5,codex-cli.default
adaptive-answer_seeking_to_productive_struggle_v1__r1-1778977951777-1nifdk,eval-2026-05-16-10aad3cd,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,answer_seeking_to_productive_struggle_v1__r1,answer_seeking_to_productive_struggle,2,5,withhold_answer,scaffolding,0.72,unknown,0,0,4,2,1,1,0.6,14,14,0,0,withhold_answer,scaffolding,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-metaphor_boundary_case_v1-1778979409240-pjl9k2,eval-2026-05-16-10aad3cd,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,metaphor_boundary_case_v1,metaphor_boundary_case,2,5,name_the_disagreement,substantive_engagement,0.72,unknown,0,0,4,2,2,1,0.6174999999999999,11,11,0,1,name_the_disagreement,substantive_engagement,1,1,1,5,5,5,4,4.75,codex-cli.default
adaptive-metaphor_boundary_case_v1__r1-1778980829292-hme099,eval-2026-05-16-10aad3cd,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,metaphor_boundary_case_v1__r1,metaphor_boundary_case,2,5,name_the_disagreement,substantive_engagement,0.65,unknown,0,0,4,2,1,1,0.5499999999999999,13,13,0,0,name_the_disagreement,substantive_engagement,1,1,1,5,5,5,5,5,codex-cli.default
adaptive-affective_shutdown_v1-1778982232097-31nlgj,eval-2026-05-16-10aad3cd,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,affective_shutdown_v1,affective_shutdown,2,5,acknowledge_and_redirect,repair_affective,0.29,unknown,0,0,4,3,1,0,0.7075,10,10,0,0,acknowledge_and_redirect,repair_affective,1,1,1,5,5,4,4,4.5,codex-cli.default
adaptive-false_confusion_v1-1778996981007-4g9t48,eval-2026-05-17-6ca0ad78,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,false_confusion_v1,false_confusion,1,4,scope_test,substantive_engagement,0.78,unknown,0,0,3,1,2,1,0.5166666666666667,9,9,0,0,mirror_and_extend,substantive_engagement,0,0,1,2,1,4,4,2.75,codex-cli.default
adaptive-polite_false_mastery_v1-1778998129835-iyp9e9,eval-2026-05-17-6ca0ad78,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,polite_false_mastery_v1,polite_false_mastery,1,4,ask_diagnostic_question,diagnostic,0.55,unknown,0,0,3,1,2,0,0.6333333333333333,8,8,0,0,ask_diagnostic_question,diagnostic,1,1,1,4,5,4,4,4.25,codex-cli.default
adaptive-resistance_to_insight_v1-1778999201516-pvcv87,eval-2026-05-17-6ca0ad78,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,resistance_to_insight_v1,resistance_to_insight,1,4,scope_test|name_the_disagreement|pose_counterexample,substantive_engagement,0.83,unknown,0,0,3,1,1,1,0.4666666666666666,7,7,0,0,mirror_and_extend,substantive_engagement,0,0,1,5,4,4,4,4.25,codex-cli.default
adaptive-answer_seeking_to_productive_struggle_v1-1779000465054-yotksk,eval-2026-05-17-6ca0ad78,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,answer_seeking_to_productive_struggle_v1,answer_seeking_to_productive_struggle,2,5,withhold_answer,scaffolding,0.64,unknown,0,0,3,1,2,1,0.5666666666666667,10,10,0,0,withhold_answer,scaffolding,1,1,1,4,5,5,5,4.75,codex-cli.default
adaptive-metaphor_boundary_case_v1-1779001886129-0vxxch,eval-2026-05-17-6ca0ad78,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,metaphor_boundary_case_v1,metaphor_boundary_case,2,5,name_the_disagreement,substantive_engagement,0.68,unknown,0,0,3,2,1,0,0.7666666666666666,12,12,0,1,name_the_disagreement,substantive_engagement,1,1,1,5,5,4,4,4.5,codex-cli.default
adaptive-affective_shutdown_v1-1779003489043-fhp0q0,eval-2026-05-17-6ca0ad78,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,affective_shutdown_v1,affective_shutdown,2,5,acknowledge_and_redirect,repair_affective,0.63,unknown,0,0,3,2,1,0,0.7333333333333333,9,9,0,1,acknowledge_and_redirect,repair_affective,1,1,1,4,5,5,4,4.5,codex-cli.default
adaptive-repair_after_misrecognition_v1-1779004842316-fud5c6,eval-2026-05-17-6ca0ad78,cell_128,cell_128_state_policy_minimal_profile_evidence_bound_validated,repair_after_misrecognition_v1,repair_after_misrecognition,2,5,repair_misrecognition,repair_affective,0.78,unknown,0,0,4,3,1,0,0.7,12,12,0,0,repair_misrecognition,repair_affective,1,1,1,5,5,5,4,4.75,codex-cli.default
